X,Y,OBJECTID,KC_Fac_FID,KCParkFID,SiteName,SiteType,Owner,OwnerType,Manager,ManageType,Maintd_By,MaintType,Label_Type
-122.205024463428,47.6219365686768,1,4612,5252903,Manor Hill Park,Other Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.464481262322,47.4323890711221,2,8153,3220602,Matsuda Farm,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.467173052633,47.4314667047731,3,8153,3220602,Matsuda Farm,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.506105905093,47.3900160952634,4,4893,2221401,Christiansen Pond Natural Area,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.520943356155,47.3581502897688,5,7811,2223501,Camp Sealth Creek Natural Area,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.522978282839,47.3611513326097,6,7811,2223501,Camp Sealth Creek Natural Area,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.357895206132,47.6365629064195,7,2856,3252401,Queen Anne Pool Site,Pool Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.207018691076,47.4783099181708,8,6894,5231708,Tonkins Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.19627825791,47.4816141423576,9,2826,5231702,Cedar River Park - Renton,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.375881512094,47.5614917354269,10,7223,3242410,Rotary Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.375897529785,47.5593456683229,11,7223,3242410,Rotary Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.172797216388,47.6090869372396,12,2604,5253301,Wilburton Hill Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.149533816589,47.615901779684,13,2863,5253401,Bellevue Pool Site,Pool Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,0
-122.149990359842,47.6157911318183,14,2863,5253401,Bellevue Pool Site,Pool Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.344047271621,47.2970127202856,15,2854,4211906,Weyerhaeuser King County Aquatic Center Site,Pool Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.343161057965,47.2954447788167,16,2854,4211906,Weyerhaeuser King County Aquatic Center Site,Pool Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.878855529945,47.5391226843623,17,5380,7242615,Curtis Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-122.139654307634,47.552913919205,18,5038,5242311,Saddleback Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,0
-122.137420013376,47.5536453201497,19,5038,5242311,Saddleback Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.322635693576,47.6717290219994,20,7100,4250805,NE 60th Street Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.297826472095,47.7489506158542,21,8228,4260902,Grace Cole Nature Park,Park Site,City of Lake Forest Park,City,City of Lake Forest Park,City,City of Lake Forest Park,City,0
-122.297696147836,47.7497157270459,22,8228,4260902,Grace Cole Nature Park,Park Site,City of Lake Forest Park,City,City of Lake Forest Park,City,City of Lake Forest Park,City,1
-122.277724936968,47.4745967306373,23,2865,4231501,Tukwila Pool Site,Pool Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.220474677083,47.5741797729646,24,2857,5241801,Mary Wayte Pool Site,Pool Site,Mercer Island School District,School District,Northwest Center,Other,Northwest Center,Other,0
-122.221147146962,47.5741821596845,25,2857,5241801,Mary Wayte Pool Site,Pool Site,Mercer Island School District,School District,Northwest Center,Other,Northwest Center,Other,1
-122.158964527322,47.4695363699705,26,2754,5232203,Maplewood Golf Course,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,0
-122.16052303186,47.4720720616728,27,2754,5232203,Maplewood Golf Course,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.321400088111,47.5516061060653,28,2294,4242002,Georgetown Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.20858957462,47.4800627416006,29,6891,5231802,Piazza Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.211479421799,47.6457756224595,30,2580,5251901,Yarrow Bay Wetlands,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.206770893881,47.6475366128546,31,2580,5251901,Yarrow Bay Wetlands,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.287234201985,47.5601529312364,32,7067,4242205,Columbia Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.197484557006,47.5791365611928,33,5481,5240801,Enatai Beach Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.40913945407,47.6512913793446,34,7114,3251505,Arapahoe Triangle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.155277818716,47.5507277341241,35,5017,5242206,Forest Park - Upper Washout Way,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.189854353801,47.6909558098161,36,2703,5263204,Highlands Park - Kirkland,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.049753684951,47.5283073075844,37,8049,6243301,Hillside Park,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,1
-122.143106817583,47.3788331972628,38,3175,5222301,Soos Creek Shop Complex,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.133512144265,47.5287634855467,39,5115,5243504,Gleneagles Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1
-122.278836124068,47.4984862169229,40,7959,4231003,Duwamish Park - Tukwila,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.227904410803,47.6127728803178,41,5101,5253103,View Point Park - Medina,Park Site,City of Medina,City,City of Medina,City,City of Medina,City,1
-122.168572510286,47.467061321413,42,2809,5231605,Cedar River Natural Zone,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,0
-122.192640091688,47.4759218077545,43,2809,5231605,Cedar River Natural Zone,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-121.960096634792,47.57830021253,44,2794,7240701,Fall City Park West,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.349543583897,47.5615175380961,45,7063,4241902,Herrings House Park (Tualtwx),Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.406385427916,47.6394130191467,46,7230,3252205,Carleton Center,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.162569849186,47.5507672205856,47,5016,5242205,Forest Park - Lower Washout Way,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.121118406982,47.4461577126753,48,3092,5232502,McGarvey Park Open Space,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.106232148817,47.4535982690829,49,3092,5232502,McGarvey Park Open Space,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.215443046069,47.5334654859856,50,2653,5243002,Clarke Beach Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,1
-122.343906783653,47.5098319921563,51,2561,4230602,White Center Heights Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.344279330633,47.5111139869019,52,2561,4230602,White Center Heights Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.277749696935,47.4369956180975,53,2526,4233401,Valley Ridge Park,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,0
-122.275020794883,47.4363809344545,54,2526,4233401,Valley Ridge Park,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,1
-122.35695971682,47.6261606028436,55,7147,3252508,Kinnear Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.451617086548,47.3883347432667,56,2475,3221701,Burton Acres and Jenson Point,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,0
-122.450695010943,47.3901396818277,57,2475,3221701,Burton Acres and Jenson Point,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,1
-122.125438341724,47.6744111440888,58,14585,5251106,Downtown Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.41837762316,47.38772472483,59,2736,3222101,Mileta Creek Preserve,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,0
-122.417382929917,47.3877783327145,60,2736,3222101,Mileta Creek Preserve,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,1
-122.194708584601,47.624114112638,61,2608,5252902,Zumdieck Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.500401047406,47.3756767332203,62,8168,2222504,Frog Holler Forest,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.497128276293,47.3724199796821,63,8168,2222504,Frog Holler Forest,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.507380348946,47.3773648313575,64,8168,2222504,Frog Holler Forest,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-121.808158272515,47.5217284993674,65,5081,8243204,Centennial Fields,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-122.175062289992,47.5363777520174,66,5108,5242803,Donegal Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1
-122.259794902495,47.3221997239835,67,7589,4211102,Jornada Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,1
-122.132786822417,47.5597257743612,68,5048,5241404,The Heights Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,0
-122.131411405928,47.5613546344228,69,5048,5241404,The Heights Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-121.775531691478,47.5210297937749,70,2450,8243401,Three Forks Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.777907326893,47.5188834413242,71,2450,8243401,Three Forks Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.800124617678,47.5273540422336,72,2450,8243401,Three Forks Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-122.351458003188,47.442450813607,73,8107,4233102,Brittany Park,Park Site,City of Normandy Park,City,City of Normandy Park,City,City of Normandy Park,City,1
-122.322563908486,47.3484789279511,74,2567,4223202,Wooten Park,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,1
-122.218936616668,47.5439402836141,75,2625,5243001,Pioneer Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,0
-122.22434838929,47.543910140686,76,2625,5243001,Pioneer Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,1
-122.383240958859,47.6841054004671,77,2469,3250201,Loyal Heights Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.317768502113,47.5775060104599,78,7180,4240802,Twelfth Avenue South Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.317762680626,47.5781902322178,79,7180,4240802,Twelfth Avenue South Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.292614899666,47.5899820860642,80,7172,4240410,Mt Baker Ridge Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.262568526475,47.5298839224232,81,4973,4243502,Pritchard Island Beach,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.263452732571,47.5284030996794,82,4973,4243502,Pritchard Island Beach,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.03536568128,47.3647641170432,83,2674,6222701,Fernwood Park,Park Site,City of Maple Valley,City,City of Maple Valley,City,City of Maple Valley,City,0
-122.034385962455,47.364244094593,84,2674,6222701,Fernwood Park,Park Site,City of Maple Valley,City,City of Maple Valley,City,City of Maple Valley,City,1
-122.197529079063,47.5873001471642,85,6903,5240803,Enatai Neighborhood Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.158607115171,47.5922148693899,86,8141,5240303,Skyridge Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.304150520233,47.4805774140832,87,7842,4231607,Neighborhood Park at SeaTac Community Center,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,1
-122.018318685938,47.2120508311201,88,2728,6202201,Mahler Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1
-122.352848790706,47.6298013135981,89,7148,4253007,Highland Drive Parkway,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.417491841247,47.6406078028269,90,7112,3251503,Magnolia Tidelands Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.418737982373,47.639716756875,91,7112,3251503,Magnolia Tidelands Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.401460291541,47.6311208802536,92,7112,3251503,Magnolia Tidelands Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2
-122.494891017374,47.3335423129665,93,7257,2210101,Neill Point Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.493808199465,47.3360429587951,94,7257,2210101,Neill Point Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.43391016699,47.3912961643859,95,7306,3221601,Raabs Lagoon Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.43292036544,47.3936448668891,96,7306,3221601,Raabs Lagoon Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.282004183363,47.6187495274671,97,2308,4252701,Viretta Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.324655066069,47.7100476391853,98,7850,4262904,Hubbard Homestead Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.287890968916,47.590220800721,99,6946,4240303,East Portal Viewpoint,Park Site,Washington State DOT,State,City of Seattle,City,City of Seattle,City,1
-122.472465636708,47.4435049050597,100,8226,3233105,Mukai Barreling Plant,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.986452823458,47.5357226959589,101,2694,6241301,Grand Ridge Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.982208062073,47.5531022510379,102,2694,6241301,Grand Ridge Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.013848875933,47.5514363969123,103,2694,6241301,Grand Ridge Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-122.126663380239,47.5623409349889,104,5009,5241405,Collingwood Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,0
-122.125851526957,47.5600816503011,105,5009,5241405,Collingwood Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.316085840012,47.3779574686132,106,5315,4222002,Cecil Powell Park,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,1
-122.170010155156,47.6330303202298,107,6905,5252103,Cherry Crest Mini Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.289886777912,47.6110215342016,108,7157,4253405,Madrona Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-121.970753451083,47.7363891422472,109,5377,6261308,Judd Park,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,1
-122.339901363452,47.4731554971524,110,2492,4231903,Burien Community Center,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1
-122.380550010566,47.5540391429568,111,7189,3242301,Fairmount Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.264973261524,47.2659998280683,112,15351,4213509,West Hill Passive Area,Park Site,City of Pacific,City,City of Pacific,City,City of Pacific,City,1
-122.466494315219,47.4791979742642,113,2811,3231802,CBB,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,1
-122.28193151009,47.6267014303336,114,7239,4252709,McGilvra Boulevard,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.322880773358,47.5355030982166,115,7859,4242904,Gateway Park North,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.322480662812,47.5351945997633,116,7859,4242904,Gateway Park North,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.187401586252,47.3861653594997,117,15311,5222004,Arbor Heights 360 Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-121.874635663729,47.5178689655906,118,7827,7243503,Jacobia Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-122.332354284237,47.6215802118102,119,7024,4252907,Cascade Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.519619056841,47.4055892338563,120,2464,2221101,Lisabeula Park,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,0
-122.520225999266,47.4060024796448,121,2464,2221101,Lisabeula Park,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,1
-122.374399687962,47.6342164977963,122,7136,3252409,SW Queen Anne Greenbelt,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.373309111403,47.6329410699838,123,7136,3252409,SW Queen Anne Greenbelt,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.374262673075,47.6353673787059,124,7136,3252409,SW Queen Anne Greenbelt,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2
-122.370000051572,47.6294026424015,125,7136,3252409,SW Queen Anne Greenbelt,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3
-121.840359651013,47.5097662354772,126,5077,8230603,Snoqualmie Point Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-122.26682203255,47.5092519693424,127,2564,4230201,Kubota Gardens,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.26606435862,47.5129379621061,128,2564,4230201,Kubota Gardens,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-121.800966726286,47.5245008852708,129,7260,8243302,Three Forks Natural Area - Snoqualmie,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,0
-121.794058895916,47.5238567229257,130,7260,8243302,Three Forks Natural Area - Snoqualmie,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-122.263990621742,47.6880586017667,131,2281,4250201,Warren G. Magnuson Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.253812779337,47.6794502830686,132,2281,4250201,Warren G. Magnuson Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.21222979274,47.6472226221045,133,5097,5251805,Morningside Park,Park Site,City of Yarrow Point,City,City of Yarrow Point,City,City of Yarrow Point,City,1
-122.257390879846,47.3046165749534,134,2436,4211402,Centennial Viewpoint Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,1
-122.262888601245,47.4056418115482,135,2545,4221101,Green River Natural Resources Area,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-122.381212201775,47.5183564021022,136,2471,3243502,Fauntleroy Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.383873652046,47.519331550542,137,2471,3243502,Fauntleroy Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.205037344765,47.6874735671884,138,2816,5250504,Reservoir Park - Kirkland,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.384704692534,47.7717928744645,139,2413,3260202,Richmond Beach Community Park,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,0
-122.385877443824,47.7721408520075,140,2413,3260202,Richmond Beach Community Park,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,1
-122.313847041924,47.3290624402929,141,2851,4210802,Kenneth Jones Pool Site,Pool Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,1
-122.382143720061,47.6795172320754,142,2468,3250202,Salmon Bay Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-121.892268830954,47.5687577204856,143,2740,7241501,Quigley Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.305788634817,47.6203245595413,144,7019,4252804,Miller Triangle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.376996406398,47.641182387871,145,7227,3252309,Interbay P-patch,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.146622225012,47.4697006695217,146,2756,5232204,Ron Regis Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,0
-122.145255499213,47.4679567735224,147,2756,5232204,Ron Regis Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.361346989625,47.6597189454944,148,6990,3251303,Ross Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-121.73659204445,47.4751660654318,149,8147,8231301,Tannerwood Neighborhood Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,1
-122.304355747268,47.6002209597371,150,7041,4240408,Dr. Blanche Lavizzo Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.134875794917,47.5042481356267,151,2354,5230201,May Valley Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.13918369917,47.5042226038334,152,2354,5230201,May Valley Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.360603058365,47.6520492641079,153,6983,3251302,West Ewing Mini Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.442824096585,47.4480822934987,154,7612,3233201,Point Heyer Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.442780178824,47.4388179846153,155,7612,3233201,Point Heyer Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.442356820495,47.4458532108554,156,7612,3233201,Point Heyer Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-122.440903125005,47.4425955489755,157,7612,3233201,Point Heyer Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,3
-122.437307156796,47.4127609028703,158,2447,3220901,Tramp Harbor Dock,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,0
-122.437440966552,47.4132029180385,159,2447,3220901,Tramp Harbor Dock,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,1
-122.223386868159,47.3764141269164,160,7301,5221905,Kiwanis Park #3,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-121.962706238401,47.5182590437085,161,2663,6243601,West Tiger Mountain NRCA,Park Site,Washington State DNR,State,Washington State DNR,State,Washington State DNR,State,0
-121.991864045588,47.5170891841942,162,2663,6243601,West Tiger Mountain NRCA,Park Site,Washington State DNR,State,Washington State DNR,State,Washington State DNR,State,1
-122.30450529071,47.3037032605403,163,6917,4211601,Thompson Park - Federal Way,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,1
-122.316390625449,47.6890314370027,164,7002,4250501,Maple Leaf Reservoir Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.315460698023,47.6904776552588,165,7002,4250501,Maple Leaf Reservoir Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.122031070751,47.5982828437265,166,2779,5240202,Lake Hills Community Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,0
-122.122538585032,47.5989121502456,167,2779,5240202,Lake Hills Community Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.233691729874,47.5511211810863,168,2289,4242401,Groveland Beach Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,1
-122.281918229091,47.5733270097314,169,7199,4241505,Landing Parkway,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.330872044449,47.6651988562694,170,7102,4250807,Corliss Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.31054398694,47.6131116953372,171,7161,4253311,T.T. Minor Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-121.937644054852,47.6255930612055,172,2279,7252901,Carnation Marsh Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.940650846501,47.6189499368379,173,2279,7252901,Carnation Marsh Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.339199140115,47.2969354324815,174,2422,4211902,Panther Lake Park,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,1
-122.116607035482,47.5754000604131,175,5036,5241204,Norelius Property and 41.5 Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.318843002866,47.5600760405999,176,2295,4242001,Maplewood Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-121.845647541947,47.7720545059409,177,5295,7261202,Stossel Creek Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.845202458591,47.7703247204268,178,5295,7261202,Stossel Creek Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.158892586032,47.4440417013931,179,15313,5233402,Molasses Creek Natural Area,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.15799508378,47.4428899124187,180,15313,5233402,Molasses Creek Natural Area,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.929962226562,47.4541797954081,181,5162,7231401,Upper Raging River Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
